emp_no,first_name,last_name,birth_date,current_title,first_hire_date,to_date
241567,Emran,Miara,1/18/65,Senior Engineer,5/2/89,1/1/99
241667,Atilio,Olivero,1/28/65,Senior Engineer,9/4/85,1/1/99
241728,Limsoon,Boudaillier,1/30/65,Senior Engineer,8/12/95,1/1/99
241872,Bluma,Fetvedt,1/11/65,Senior Staff,2/3/92,1/1/99
242019,Herb,Murrill,1/9/65,Senior Engineer,9/27/99,1/1/99
242081,Tomokazu,Pargas,1/12/65,Engineer,11/15/96,1/1/99
242104,Richara,Sudkamp,1/5/65,Senior Staff,9/5/89,1/1/99
242500,Bingning,Iisaku,1/8/65,Senior Staff,6/26/89,1/1/99
242800,Kazuyasu,Levergood,1/11/65,Engineer,2/10/96,1/1/99
243018,Bowen,Deverell,1/2/65,Senior Staff,12/27/98,1/1/99
243077,Kazunori,Perz,2/1/65,Senior Engineer,2/25/99,1/1/99
243576,Abdulah,Lodder,1/4/65,Senior Staff,11/10/96,1/1/99
243637,Marjo,Delgrange,1/16/65,Senior Staff,6/24/90,1/1/99
243898,Arch,Basawa,1/9/65,Staff,5/10/98,1/1/99
244308,Mokhtar,Rebaine,1/10/65,Senior Staff,7/23/91,1/1/99
244605,Masoud,Suwa,1/22/65,Senior Staff,11/25/89,1/1/99
244624,Boaz,Seuren,1/31/65,Senior Staff,3/27/87,1/1/99
244711,Rosli,Butner,1/25/65,Engineer,3/20/91,1/1/99
244714,Poorav,Clouatre,1/27/65,Senior Engineer,5/6/96,1/1/99
244820,Shigenori,Hertweck,1/15/65,Senior Engineer,4/13/87,1/1/99
244873,Arunachalam,Oppitz,1/4/65,Senior Staff,5/20/86,1/1/99
245164,Filipp,Winter,1/23/65,Senior Engineer,10/24/96,1/1/99
245396,Gift,Bottner,1/31/65,Senior Staff,3/4/95,1/1/99
245664,Manohar,Kilgore,1/18/65,Staff,11/17/98,1/1/99
246146,Zhongwei,Melski,1/30/65,Senior Engineer,9/4/87,1/1/99
246244,George,Casperson,1/9/65,Staff,1/20/00,1/1/99
246364,Alper,Tiemann,1/6/65,Engineer,10/29/98,1/1/99
246764,Shuzo,Czaja,1/4/65,Staff,11/29/97,1/1/99
246798,Tianruo,Strooper,1/9/65,Senior Staff,10/28/93,1/1/99
246902,Shih,Shanbhogue,1/27/65,Staff,4/19/98,1/1/99
247089,Seongbae,Schahn,1/17/65,Senior Staff,12/10/92,1/1/99
247122,Xiaobin,Narlikar,1/23/65,Senior Staff,2/14/92,1/1/99
247447,Tzu,Bakhtari,1/28/65,Senior Engineer,3/18/94,1/1/99
247456,Masako,Bahk,1/16/65,Engineer,7/31/97,1/1/99
247612,Chiranjit,Constantine,1/4/65,Engineer,5/25/97,1/1/99
247875,Xiong,Anick,1/2/65,Senior Staff,4/23/91,1/1/99
247888,Abdelghani,Lagarias,1/15/65,Senior Engineer,9/6/85,1/1/99
248256,Sajjan,Falby,1/5/65,Staff,8/29/96,1/1/99
248351,Jaana,Milicia,2/1/65,Senior Staff,6/2/85,1/1/99
248758,Snehasis,Muhlberg,2/1/65,Senior Staff,7/16/91,1/1/99
248953,Percy,Sudbeck,1/29/65,Assistant Engineer,8/29/96,1/1/99
249239,Hideyuki,Decleir,1/21/65,Senior Engineer,5/4/94,1/1/99
249325,Ute,Pokrovskii,1/26/65,Staff,6/9/97,1/1/99
249433,Ayonca,Matzov,1/16/65,Senior Engineer,6/3/88,1/1/99
249504,Dmitry,Velardi,1/7/65,Senior Engineer,3/1/94,1/1/99
249780,Nechama,Gaughan,1/12/65,Senior Engineer,1/16/86,1/1/99
249799,Jolita,Neimat,1/4/65,Senior Engineer,12/27/93,1/1/99
249866,Steen,Gubsky,1/15/65,Senior Staff,1/14/89,1/1/99
249969,Georgi,Luiz,1/21/65,Senior Engineer,6/10/91,1/1/99
250411,Ranga,Sommen,1/27/65,Senior Staff,1/20/89,1/1/99
250452,Alexius,Plavsic,1/14/65,Senior Engineer,1/17/00,1/1/99
250748,Kish,Turnbull,1/27/65,Senior Engineer,2/10/87,1/1/99
251166,Hinrich,Hooghiemstra,1/22/65,Senior Staff,10/5/85,1/1/99
251233,Yucel,Bernini,1/7/65,Senior Engineer,2/19/93,1/1/99
251301,Pintsang,Impagliazzo,1/30/65,Senior Staff,5/6/89,1/1/99
251341,Divier,Kumaresan,1/11/65,Senior Staff,12/5/92,1/1/99
251403,Utpal,DuBourdieux,1/1/65,Technique Leader,11/19/97,1/1/99
251437,Shichao,Iwayama,1/20/65,Engineer,10/17/89,1/1/99
251645,Bezalel,Tsunoo,1/6/65,Senior Staff,6/17/92,1/1/99
251680,Moty,Sommen,1/5/65,Senior Engineer,8/14/90,1/1/99
251814,Mitsuyuki,Zockler,1/1/65,Technique Leader,9/14/98,1/1/99
252185,Chaosheng,Conta,1/1/65,Engineer,4/14/97,1/1/99
252316,Gill,Niizuma,1/7/65,Senior Engineer,10/8/94,1/1/99
252392,Sanjeeva,Peron,1/1/65,Senior Engineer,12/26/93,1/1/99
253029,Thodoros,Thimonier,1/13/65,Engineer,4/5/95,1/1/99
253707,Insup,Hainaut,1/5/65,Staff,2/11/98,1/1/99
253838,Stafford,Terlouw,1/28/65,Assistant Engineer,2/21/99,1/1/99
253893,Huiqun,Trystram,1/4/65,Senior Engineer,5/10/93,1/1/99
254044,Gunilla,Brendel,1/16/65,Senior Engineer,4/10/92,1/1/99
254399,Armond,Lores,1/24/65,Technique Leader,9/16/99,1/1/99
254821,Tonny,Couchot,1/24/65,Staff,12/12/94,1/1/99
255466,Huan,Roccetti,1/18/65,Senior Engineer,7/3/85,1/1/99
255657,Oldrich,Cyre,1/20/65,Senior Engineer,2/10/85,1/1/99
255779,Heejo,Merle,1/31/65,Technique Leader,9/4/97,1/1/99
256216,Halsur,Brodal,1/1/65,Engineer,11/22/97,1/1/99
256856,Hongzue,Barbanera,1/3/65,Senior Staff,6/17/87,1/1/99
256881,Ioana,Jakobus,1/3/65,Senior Engineer,8/10/90,1/1/99
256888,Heather,Pehl,1/3/65,Staff,9/15/93,1/1/99
257062,Stabislas,Pardalos,1/24/65,Senior Engineer,6/21/89,1/1/99
257378,Pascal,Bernatsky,1/6/65,Senior Staff,9/3/88,1/1/99
257469,Anyuan,Hanratty,1/22/65,Senior Staff,1/6/88,1/1/99
257484,Shaowei,Nicolson,1/1/65,Senior Staff,12/7/86,1/1/99
258028,Mountaz,Reinhart,1/7/65,Engineer,1/21/00,1/1/99
258124,Mariusz,Zolotykh,1/17/65,Senior Staff,7/28/90,1/1/99
258470,Weiwu,Butner,1/4/65,Staff,2/14/95,1/1/99
258643,Przemyslawa,Esposito,1/11/65,Senior Engineer,2/27/92,1/1/99
259042,Xiaoqiang,Farrow,1/12/65,Staff,1/1/97,1/1/99
259237,Palash,Gammage,1/27/65,Senior Staff,10/23/87,1/1/99
259273,Xiahua,Gomatam,1/22/65,Senior Engineer,12/1/89,1/1/99
259611,Shuichi,Marrakchi,1/27/65,Senior Staff,8/21/90,1/1/99
259619,Conal,Magliocco,1/21/65,Senior Staff,5/9/92,1/1/99
259718,Stepehn,Bouloucos,1/24/65,Senior Staff,9/17/91,1/1/99
260153,Mingdong,Baar,1/28/65,Technique Leader,10/14/91,1/1/99
260249,Vugranam,Beausoleil,1/22/65,Staff,5/14/98,1/1/99
260361,Reinhold,Rahier,1/25/65,Engineer,6/6/95,1/1/99
260399,Hatem,Birsak,1/30/65,Senior Staff,4/10/89,1/1/99
260408,Sasan,Brookner,1/19/65,Senior Staff,9/3/96,1/1/99
260501,Dzung,Pargas,1/14/65,Technique Leader,5/17/90,1/1/99
261184,Masako,Kornatzky,1/30/65,Senior Engineer,8/29/87,1/1/99
261631,Jianhua,Huttel,1/8/65,Engineer,2/23/98,1/1/99
261662,Berni,Assaf,1/11/65,Senior Staff,9/8/89,1/1/99
261737,Mark,Lindqvist,1/23/65,Senior Engineer,11/22/90,1/1/99
261986,Gila,Ramsak,1/21/65,Senior Engineer,5/13/97,1/1/99
261990,Volkmar,Czaja,1/16/65,Senior Staff,4/1/92,1/1/99
262208,Mrinalini,Holburn,1/16/65,Senior Staff,4/20/87,1/1/99
262210,Chinho,Bottner,1/22/65,Senior Engineer,7/29/85,1/1/99
262328,Mayuko,Vural,1/3/65,Staff,12/24/97,1/1/99
262439,Lorien,Lagarias,1/30/65,Senior Staff,10/10/85,1/1/99
262636,Tamiya,Reutenauer,1/4/65,Senior Engineer,6/2/85,1/1/99
262752,Pramod,Bierman,1/4/65,Engineer,12/12/97,1/1/99
262928,Piyush,Gill,1/1/65,Senior Engineer,8/31/90,1/1/99
263012,Hideo,Buchter,1/9/65,Staff,5/1/99,1/1/99
263186,Danny,Lowrie,1/22/65,Technique Leader,9/13/95,1/1/99
263370,Shakhar,Ranze,1/3/65,Staff,5/29/99,1/1/99
263439,Atreye,Kabayashi,1/9/65,Senior Engineer,12/15/86,1/1/99
263645,Mingsen,Lally,1/19/65,Senior Engineer,12/4/90,1/1/99
263649,Mechthild,Zongker,1/17/65,Senior Staff,7/26/93,1/1/99
263926,Fusako,Schwartzbauer,1/3/65,Senior Staff,4/7/85,1/1/99
264030,Zdislav,Solares,1/15/65,Engineer,12/14/90,1/1/99
264167,Baoqiu,Tomescu,1/25/65,Senior Engineer,5/1/96,1/1/99
264322,Leandro,Swist,1/3/65,Senior Staff,1/6/91,1/1/99
264626,Noritoshi,Bakhtari,1/13/65,Senior Staff,2/3/93,1/1/99
264939,Bogdan,Bahi,1/10/65,Senior Engineer,2/9/85,1/1/99
265039,Navid,Staudhammer,1/3/65,Senior Staff,10/18/92,1/1/99
265521,Kensei,Salverda,1/4/65,Senior Engineer,5/25/93,1/1/99
265558,Susuma,Kleiser,1/31/65,Senior Staff,8/2/87,1/1/99
265794,Miquel,Halloran,1/15/65,Senior Staff,1/14/94,1/1/99
265875,Fan,Marsiglia,1/20/65,Senior Engineer,9/3/89,1/1/99
266206,Zsolt,Anily,2/1/65,Senior Staff,8/19/85,1/1/99
266249,Sumant,Nishimukai,1/15/65,Senior Staff,3/28/91,1/1/99
266310,Zvonko,Serdy,1/23/65,Senior Staff,6/24/87,1/1/99
266644,Anwar,Gubsky,1/8/65,Senior Staff,8/9/93,1/1/99
266862,Mart,Plumb,1/10/65,Senior Staff,4/21/86,1/1/99
266881,Mokhtar,Sabnani,1/11/65,Senior Staff,8/28/90,1/1/99
267059,Moie,Tempesti,1/9/65,Senior Staff,6/29/91,1/1/99
267227,Susuma,Tagansky,1/10/65,Senior Engineer,1/22/95,1/1/99
267304,Jordanka,Axelband,1/6/65,Senior Staff,6/27/94,1/1/99
267667,Irena,Kaiserswerth,1/5/65,Senior Staff,9/5/87,1/1/99
268043,Narain,Mikschl,1/28/65,Engineer,11/2/97,1/1/99
268191,LiMin,Teitelbaum,1/7/65,Senior Engineer,11/1/90,1/1/99
269728,Naftali,Kragelund,1/12/65,Senior Staff,5/16/87,1/1/99
270084,Ulises,Frolund,1/11/65,Senior Staff,7/26/86,1/1/99
270716,Shunichi,Baer,1/19/65,Staff,2/4/98,1/1/99
270794,Dannz,Zhang,2/1/65,Senior Staff,6/26/91,1/1/99
271106,Taisook,Kampfer,1/10/65,Engineer,11/30/97,1/1/99
271219,Odoardo,Tyugu,1/16/65,Engineer,11/7/94,1/1/99
272141,Tsutomu,Neiman,1/13/65,Senior Staff,5/5/86,1/1/99
272285,Gully,Mitchem,1/19/65,Senior Staff,1/22/86,1/1/99
272316,Surveyors,Muhling,1/5/65,Engineer,7/19/99,1/1/99
272452,Mitsuyuki,Isard,1/10/65,Engineer,8/17/96,1/1/99
272599,Holgard,Hegner,1/16/65,Senior Staff,7/15/93,1/1/99
272860,Minghong,Candan,2/1/65,Assistant Engineer,2/10/94,1/1/99
273159,Divine,Hofmeyr,1/26/65,Technique Leader,4/14/89,1/1/99
273286,Brigham,Asmuth,1/26/65,Senior Engineer,1/23/89,1/1/99
273396,Wayne,Baba,1/10/65,Engineer,3/7/98,1/1/99
273806,Hongzhu,Beetstra,1/1/65,Senior Staff,1/24/91,1/1/99
273858,Gunilla,Matzen,1/13/65,Senior Staff,12/28/90,1/1/99
274071,Mingsen,Weiland,1/1/65,Staff,10/12/95,1/1/99
274271,Prodip,Ritcey,1/10/65,Senior Staff,9/10/86,1/1/99
274369,Ranga,Waymire,1/29/65,Senior Staff,1/27/97,1/1/99
274813,Yefim,Pettey,1/10/65,Senior Staff,8/7/93,1/1/99
275158,Satyanarayana,Brandsma,1/7/65,Engineer,12/8/99,1/1/99
275263,Vojin,Laventhal,1/21/65,Senior Engineer,10/18/91,1/1/99
275444,Limsoon,Leppanen,1/16/65,Senior Engineer,1/21/93,1/1/99
275495,Shen,Yamaashi,1/13/65,Staff,2/19/95,1/1/99
275801,Ayakannu,Heinisuo,1/22/65,Senior Staff,6/28/86,1/1/99
275881,Jiann,Munro,1/8/65,Senior Engineer,5/18/88,1/1/99
275994,Uma,Prampolini,1/29/65,Senior Engineer,2/21/91,1/1/99
276027,Holgard,Stavenow,1/4/65,Senior Staff,2/28/86,1/1/99
276184,Mari,Swick,1/10/65,Senior Staff,4/8/91,1/1/99
276186,Sajjad,Vecchi,1/30/65,Senior Staff,6/2/93,1/1/99
276189,Isaac,Klerer,1/10/65,Senior Staff,3/19/95,1/1/99
276445,Atilio,Randi,1/27/65,Senior Engineer,7/2/88,1/1/99
276472,Hideyuki,Flanders,1/27/65,Senior Engineer,11/10/88,1/1/99
276563,Gift,Solares,1/1/65,Senior Staff,8/1/95,1/1/99
276868,Alois,Sanella,1/19/65,Staff,3/13/98,1/1/99
277316,Vitali,Rothenberg,1/3/65,Senior Staff,10/4/89,1/1/99
277362,Uzi,Kugler,1/9/65,Senior Staff,1/12/91,1/1/99
277420,Rayond,Schach,1/16/65,Senior Engineer,4/22/95,1/1/99
277777,Herbert,Itzigehl,1/27/65,Senior Engineer,7/4/90,1/1/99
277829,Michaela,Fandrianto,1/22/65,Senior Engineer,6/2/86,1/1/99
278239,Boaz,Bottner,1/19/65,Staff,2/6/94,1/1/99
278386,Caolyn,Poujol,1/15/65,Technique Leader,12/3/95,1/1/99
278452,Sudhanshu,Toyoshima,1/7/65,Senior Staff,8/29/87,1/1/99
278536,Munenori,Shobatake,1/14/65,Senior Staff,1/10/92,1/1/99
278549,Jaana,Werthner,1/2/65,Senior Staff,7/27/89,1/1/99
278953,Jeanna,Ghandeharizadeh,1/26/65,Senior Engineer,8/11/90,1/1/99
279115,Maren,DuCasse,1/5/65,Engineer,11/29/97,1/1/99
279280,Niranjan,Debuse,1/9/65,Senior Engineer,9/21/92,1/1/99
279791,Chiranjit,Lyonns,1/10/65,Engineer,12/24/86,1/1/99
280070,Niteen,Ebeling,1/24/65,Senior Staff,3/29/88,1/1/99
280291,Lenore,Badache,1/26/65,Staff,11/24/98,1/1/99
280420,Jahangir,Hofting,1/31/65,Senior Staff,9/28/86,1/1/99
280525,Kish,Herbst,1/13/65,Staff,8/18/96,1/1/99
280648,Heeju,Lorys,1/4/65,Senior Engineer,12/27/86,1/1/99
281570,Zijian,Covnot,1/8/65,Assistant Engineer,9/13/94,1/1/99
281692,Khosrow,Sommen,1/6/65,Senior Engineer,3/3/90,1/1/99
281848,Parke,Staylopatis,1/29/65,Senior Engineer,7/31/93,1/1/99
281859,Masanao,Papastamatiou,1/17/65,Senior Engineer,11/25/85,1/1/99
282191,Alper,Shinomoto,1/16/65,Engineer,10/20/97,1/1/99
282333,Nahla,Serdy,1/25/65,Senior Staff,9/9/93,1/1/99
282343,Xinglin,Haldar,1/13/65,Senior Staff,7/20/88,1/1/99
282547,Nahum,Codenie,1/18/65,Engineer,6/14/99,1/1/99
282585,Zijian,Lammel,1/3/65,Staff,7/1/96,1/1/99
282894,Fay,Bellmore,1/5/65,Senior Engineer,5/3/89,1/1/99
284300,Ishfaq,Mahmud,1/22/65,Senior Staff,11/29/91,1/1/99
284431,Pintsang,Fujisawa,1/25/65,Senior Staff,4/16/96,1/1/99
284561,Duri,Beznosov,1/3/65,Senior Engineer,2/15/88,1/1/99
284687,Oksana,Redmiles,1/15/65,Senior Engineer,6/22/85,1/1/99
284691,Theron,Ressouche,1/4/65,Senior Engineer,8/17/88,1/1/99
284711,Martijn,Azevdeo,1/21/65,Senior Engineer,2/10/88,1/1/99
284717,Gal,Ranta,1/11/65,Senior Engineer,11/7/92,1/1/99
284856,Moto,Kobara,1/5/65,Senior Engineer,12/12/91,1/1/99
284954,Anneke,Hammerschmidt,1/16/65,Engineer,1/30/96,1/1/99
285164,Xiaocheng,Kumaresan,1/2/65,Staff,10/3/94,1/1/99
285396,Lena,Kohling,1/27/65,Senior Engineer,10/4/86,1/1/99
285905,Kellyn,Bage,1/9/65,Senior Staff,11/4/94,1/1/99
285906,Arnould,Buescher,1/2/65,Engineer,3/26/98,1/1/99
286026,Utpal,Zaumen,1/21/65,Senior Staff,2/25/91,1/1/99
286029,Jaques,Nanard,1/28/65,Staff,7/16/96,1/1/99
286370,Toshimitsu,Seuren,1/6/65,Senior Staff,1/19/95,1/1/99
286452,Behnaam,Bierbaum,1/26/65,Engineer,1/31/99,1/1/99
286573,Nahum,Nishimukai,1/27/65,Senior Engineer,2/2/91,1/1/99
286779,Sigeru,Versino,1/24/65,Engineer,8/31/98,1/1/99
286986,Woody,Trelles,1/1/65,Senior Engineer,5/23/96,1/1/99
287323,Steve,Dengi,2/1/65,Staff,9/15/99,1/1/99
287327,Youjian,Felder,1/13/65,Senior Staff,7/15/93,1/1/99
287334,Elliott,Speer,1/5/65,Engineer,8/8/98,1/1/99
287482,Shigeaki,Gihr,1/1/65,Senior Engineer,3/18/94,1/1/99
287583,Jovan,Hockney,1/18/65,Senior Engineer,6/21/90,1/1/99
287609,Sailaja,Negoita,1/6/65,Senior Engineer,1/20/88,1/1/99
287713,Aamod,Ranka,1/23/65,Senior Staff,12/7/92,1/1/99
287808,Vidar,Ozeki,1/9/65,Technique Leader,6/17/96,1/1/99
287983,Randi,Munos,1/23/65,Senior Staff,9/7/90,1/1/99
287984,Troy,Kobuchi,1/9/65,Senior Engineer,2/12/91,1/1/99
288028,Kauko,Narwekar,1/22/65,Senior Engineer,12/16/85,1/1/99
288142,Shay,Heystek,1/25/65,Senior Staff,4/1/89,1/1/99
288166,Masoud,Asmuth,1/11/65,Staff,9/5/94,1/1/99
288560,Yifei,Birjandi,1/16/65,Senior Staff,2/7/94,1/1/99
288563,Cristinel,Gerlach,1/2/65,Senior Engineer,1/9/96,1/1/99
288606,Susumu,Swiss,1/21/65,Senior Staff,11/15/91,1/1/99
288665,Horward,Khasidashvili,1/31/65,Senior Engineer,11/19/98,1/1/99
288893,Bedrich,Rosenbaum,1/30/65,Senior Engineer,1/27/91,1/1/99
289454,Bowen,Narwekar,1/20/65,Senior Engineer,3/8/85,1/1/99
289687,Fai,Maccarone,1/31/65,Senior Staff,10/30/85,1/1/99
289807,Soenke,Lemarechal,1/4/65,Senior Staff,9/4/94,1/1/99
289909,Hilari,Vecchio,1/9/65,Senior Staff,4/24/93,1/1/99
290009,Zijian,Rindone,1/22/65,Senior Staff,7/9/89,1/1/99
290075,Boalin,Byoun,1/15/65,Senior Staff,10/1/90,1/1/99
290284,Kwangjo,Menhardt,1/8/65,Engineer,1/11/96,1/1/99
290441,Gregory,Collavizza,1/25/65,Senior Staff,9/9/87,1/1/99
290467,Shaowen,Poulakidas,1/29/65,Senior Staff,4/15/87,1/1/99
290478,Tsvetan,Sherertz,1/3/65,Engineer,8/7/89,1/1/99
290563,Shigehiro,Oxenboll,1/9/65,Senior Engineer,2/26/86,1/1/99
290769,Lalit,Blokdijk,1/26/65,Senior Engineer,2/1/99,1/1/99
291352,Danai,Trelles,1/7/65,Technique Leader,4/17/92,1/1/99
291612,Siamak,Gomatam,1/30/65,Engineer,7/8/98,1/1/99
291669,Faiza,Bach,1/4/65,Engineer,9/13/99,1/1/99
292110,Menkae,Showalter,1/23/65,Senior Engineer,8/9/96,1/1/99
292146,Khatoun,Pulkowski,1/9/65,Engineer,1/11/98,1/1/99
292210,Masaru,Huhdanpaa,1/17/65,Senior Engineer,11/23/96,1/1/99
292404,Hongzue,Zultner,1/28/65,Senior Staff,2/22/90,1/1/99
292504,Georgi,Bednarek,1/27/65,Senior Engineer,3/2/94,1/1/99
292515,Bernd,Thummel,1/4/65,Engineer,8/3/89,1/1/99
292828,Ziya,Tokunaga,1/10/65,Senior Engineer,1/8/86,1/1/99
293080,Hideyuki,Slaats,1/12/65,Senior Staff,5/30/87,1/1/99
293154,Syozo,Maliniak,1/21/65,Senior Staff,11/9/92,1/1/99
293280,Moti,Steenbeek,1/24/65,Senior Engineer,1/22/87,1/1/99
293329,Fumiya,Griswold,1/15/65,Senior Engineer,6/12/86,1/1/99
293746,Sanjay,Litecky,1/25/65,Senior Engineer,8/27/95,1/1/99
293752,Jungsoon,Bail,1/4/65,Senior Staff,2/18/86,1/1/99
294144,Takanari,Ermel,1/9/65,Senior Staff,1/11/92,1/1/99
294241,Marl,Fiebach,1/12/65,Senior Staff,7/26/94,1/1/99
294446,Claudi,Ruemmler,1/27/65,Staff,8/13/99,1/1/99
294461,Siddarth,Rosiles,1/14/65,Senior Engineer,11/18/85,1/1/99
294527,Ashish,Candan,1/4/65,Senior Staff,2/2/92,1/1/99
294652,Hironobu,Brodie,1/27/65,Senior Engineer,9/17/85,1/1/99
294791,Vesna,Lammel,1/28/65,Assistant Engineer,10/8/99,1/1/99
294857,Caolyn,Ozeri,1/15/65,Senior Engineer,7/29/86,1/1/99
295030,Fun,Keirsey,1/1/65,Senior Staff,7/9/85,1/1/99
295236,Kauko,Fujisawa,1/24/65,Senior Engineer,9/13/87,1/1/99
295254,Xuejun,Pfau,1/15/65,Senior Staff,7/24/85,1/1/99
295255,Jacopo,Bellone,1/4/65,Technique Leader,3/13/88,1/1/99
295262,Moon,Pews,1/22/65,Assistant Engineer,8/6/94,1/1/99
295268,Eben,Calkin,1/28/65,Senior Staff,12/19/96,1/1/99
295278,Val,Barvinok,1/4/65,Senior Engineer,1/2/90,1/1/99
295411,Chiranjit,Serot,1/18/65,Staff,4/4/97,1/1/99
295857,Kankanahalli,Ciolek,1/17/65,Senior Staff,12/26/89,1/1/99
296062,Shaz,Driscoll,1/29/65,Staff,10/3/98,1/1/99
296303,Mariangiola,Heyers,1/28/65,Technique Leader,8/4/92,1/1/99
296428,Charmane,Simmen,1/3/65,Senior Staff,3/7/89,1/1/99
296664,Dipayan,Geffroy,1/31/65,Senior Engineer,9/17/87,1/1/99
296687,Palash,Spieker,1/2/65,Senior Staff,5/11/91,1/1/99
296718,Kamakshi,Bahl,1/30/65,Senior Engineer,12/22/87,1/1/99
297232,Lokesh,Saoudi,1/16/65,Senior Staff,5/25/99,1/1/99
297431,Cathie,Ratnakar,1/12/65,Senior Staff,6/23/96,1/1/99
297474,Irena,Terkki,1/13/65,Staff,3/11/98,1/1/99
297905,Marc,Bahl,1/12/65,Assistant Engineer,6/18/97,1/1/99
297954,Sailaja,Fujisaki,1/13/65,Assistant Engineer,7/24/95,1/1/99
298339,King,Benzmuller,1/11/65,Senior Engineer,9/4/86,1/1/99
298577,Florina,Litecky,1/11/65,Senior Staff,12/2/85,1/1/99
298953,Zita,Syang,2/1/65,Staff,12/29/98,1/1/99
299346,Fumitake,Sichman,1/9/65,Senior Staff,2/21/91,1/1/99
299580,Luisa,Itzfeldt,1/21/65,Engineer,1/23/97,1/1/99
299718,Denny,Shobatake,1/15/65,Senior Staff,6/22/97,1/1/99
299737,Patricio,Itzfeldt,2/1/65,Senior Staff,5/21/85,1/1/99
400046,Hilari,Christ,1/12/65,Senior Staff,1/19/91,1/1/99
400358,Angus,Jullig,1/31/65,Senior Engineer,4/13/89,1/1/99
400683,Kamakshi,Manders,1/28/65,Staff,8/5/95,1/1/99
400780,Poornachandra,Asser,1/9/65,Engineer,11/7/93,1/1/99
400796,Bodo,Halevi,1/10/65,Engineer,5/30/96,1/1/99
401154,Danae,Kragelund,1/27/65,Senior Staff,5/20/87,1/1/99
401278,Oguz,Schurmann,1/16/65,Engineer,11/11/86,1/1/99
401333,Martins,Shokrollahi,1/30/65,Senior Engineer,11/4/86,1/1/99
401420,Florian,Uhrig,1/6/65,Senior Staff,1/31/87,1/1/99
401574,Yannik,Falco,1/13/65,Technique Leader,1/15/88,1/1/99
402025,Shigehito,Duclos,1/20/65,Senior Engineer,9/20/87,1/1/99
402102,Kersti,Granlund,1/21/65,Engineer,3/19/95,1/1/99
402664,Subhada,Janetzko,1/4/65,Senior Engineer,1/25/87,1/1/99
402718,Jeanna,Rettelbach,1/17/65,Senior Engineer,2/14/90,1/1/99
402827,Weidon,Pollacia,1/28/65,Senior Staff,2/27/88,1/1/99
403010,Toshimitsu,Sluis,1/16/65,Senior Engineer,2/18/85,1/1/99
403621,Deborah,Kaminger,1/7/65,Senior Staff,6/4/88,1/1/99
403644,Krisda,Hainaut,1/19/65,Senior Staff,7/8/95,1/1/99
403954,Jeanna,Bratten,1/10/65,Senior Engineer,7/26/90,1/1/99
404018,Valery,Babb,1/11/65,Senior Engineer,10/19/98,1/1/99
404236,Zengping,Kakkar,1/12/65,Senior Engineer,7/22/88,1/1/99
404462,Anestis,Setlzner,1/9/65,Senior Engineer,7/13/85,1/1/99
404573,Eberhardt,Spelt,1/31/65,Staff,7/5/97,1/1/99
404755,Manu,Junet,1/13/65,Senior Staff,4/20/91,1/1/99
404788,Basem,Beausoleil,1/16/65,Engineer,3/16/98,1/1/99
405015,Morris,Fargier,1/2/65,Senior Staff,6/29/88,1/1/99
405063,Yechezkel,Yurov,1/26/65,Senior Engineer,11/30/98,1/1/99
406125,Georgi,Portugali,1/25/65,Technique Leader,9/27/87,1/1/99
406239,Marek,Tomescu,1/9/65,Senior Engineer,5/15/95,1/1/99
406564,Parviz,Picco,1/25/65,Engineer,4/16/95,1/1/99
406714,Malu,Ossenbruggen,2/1/65,Senior Staff,11/21/86,1/1/99
406847,Alexius,Crouzet,1/24/65,Staff,10/5/99,1/1/99
407522,Tommaso,Raczkowsky,1/25/65,Staff,8/29/96,1/1/99
407837,Fei,Erez,2/1/65,Senior Engineer,10/15/86,1/1/99
408019,Shridhar,Chleq,1/1/65,Senior Engineer,3/22/86,1/1/99
408114,Geoffrey,Ladret,1/5/65,Engineer,1/3/94,1/1/99
408163,Irene,Sethi,1/21/65,Senior Engineer,9/6/96,1/1/99
408417,Tsz,Daescu,1/19/65,Staff,1/29/94,1/1/99
408437,Uno,Solares,1/29/65,Senior Staff,9/22/94,1/1/99
408447,Mayuri,Werthner,1/13/65,Senior Staff,8/19/90,1/1/99
408654,Yongqiao,Cochrane,1/9/65,Senior Staff,10/27/86,1/1/99
408953,Jolita,Claffy,1/26/65,Senior Engineer,12/24/93,1/1/99
409391,Willard,Verspoor,1/6/65,Engineer,2/28/99,1/1/99
409798,Dekang,Tsunoo,1/15/65,Technique Leader,1/19/95,1/1/99
409805,Frazer,Candan,1/15/65,Senior Engineer,3/5/99,1/1/99
409898,Divier,Ishibashi,2/1/65,Senior Engineer,9/22/89,1/1/99
410028,Xiadong,McClurg,1/11/65,Senior Staff,9/17/85,1/1/99
410372,Duri,Mitina,1/8/65,Senior Engineer,3/4/90,1/1/99
410433,Kazuhisa,Riesenhuber,1/19/65,Senior Engineer,10/6/92,1/1/99
410616,Gudjon,Kalorkoti,1/18/65,Senior Engineer,4/14/94,1/1/99
410804,Ronnie,Denos,1/17/65,Senior Engineer,6/8/92,1/1/99
410881,Koichi,Grabner,1/6/65,Senior Engineer,4/24/90,1/1/99
411070,Otmar,Brandsma,1/29/65,Senior Engineer,5/28/87,1/1/99
411082,Martine,Cangellaris,1/8/65,Senior Engineer,4/28/92,1/1/99
